     -0.00312465	      -0.20500594	       0.03317322	    6472.24342746	      -9.23363413	      -8.66837660	      -4.67045784	      -2.94122998	    6472.24342746
     -0.00312465	      -0.20500594	       0.03317322	    6472.24342746	      -9.23364416	      -8.66837645	      -4.67045783	      -2.94122998	    6472.24342746
     -0.00312465	      -0.20500594	       0.03317322	    6472.24342746	      -9.23362404	      -8.66839185	      -4.67055110	      -2.94122994	    6472.24342746
     -0.00312465	      -0.20500594	       0.03317322	    6472.24342746	      -9.23363406	      -8.66839169	      -4.67055110	      -2.94122998	    6472.24342746
     -0.00312465	      -0.20500594	       0.03317322	    6472.24352391	      -9.23333564	      -8.66703142	      -4.67066772	      -2.94123000	    6472.24352391
     -0.00109697	      -0.06969010	       0.01124571	    6472.80383465	      14.52150820	       1.60894527	      11.44867269	      -0.99992630	    6472.80383465
     -0.00210225	      -0.13753585	       0.02225689	    6472.52334384	      -6.45473099	      -4.85721839	      -5.67462940	      -1.97329364	    6472.52334384
     -0.00109123	      -0.06969403	       0.01124497	    6472.80473790	      10.84577633	       1.80277094	      12.21194734	      -0.99996180	    6472.80473790
     -0.00104867	      -0.07018752	       0.01138927	    6472.80304949	     -20.77272070	      -3.50203602	     -23.41240147	      -1.00702729	    6472.80304949
     -0.00210225	      -0.13753585	       0.02225689	    6472.52334384	      -6.45474105	      -4.85721824	      -5.67462939	      -1.97329364	    6472.52334384
     -0.00210225	      -0.13753585	       0.02225689	    6472.52334384	      -6.45472087	      -4.85723364	      -5.67472268	      -1.97329361	    6472.52334384
     -0.00210225	      -0.13753585	       0.02225689	    6472.52334384	      -6.45473093	      -4.85723349	      -5.67472268	      -1.97329364	    6472.52334384
     -0.00210225	      -0.13753585	       0.02225689	    6472.52344029	      -6.45443243	      -4.85587312	      -5.67483931	      -1.97329365	    6472.52344029
     -0.00160340	      -0.10361731	       0.01674690	    6472.68565713	       2.39519800	      -1.44926215	       1.83952015	      -1.48667963	    6472.68565713
     -0.00107152	      -0.06969679	       0.01126845	    6472.80471425	      -1.65750534	      -0.06711822	      -0.56441665	      -0.99999025	    6472.80471425
     -0.00107669	      -0.06969666	       0.01126642	    6472.80479706	       1.61367848	       0.06360526	       0.54868411	      -1.00000002	    6472.80479706
     -0.00106858	      -0.06969794	       0.01126978	    6472.80484893	      -3.53499963	      -0.13957867	      -1.20279893	      -0.99999997	    6472.80484893
     -0.00107669	      -0.06969666	       0.01126642	    6472.80479706	       1.61366831	       0.06360542	       0.54868411	      -1.00000002	    6472.80479706
     -0.00107669	      -0.06969666	       0.01126642	    6472.80479706	       1.61368870	       0.06359004	       0.54859091	      -1.00000001	    6472.80479706
     -0.00107669	      -0.06969666	       0.01126642	    6472.80479706	       1.61367854	       0.06359020	       0.54859092	      -1.00000002	    6472.80479706
     -0.00107669	      -0.06969666	       0.01126642	    6472.80489351	       1.61397728	       0.06495065	       0.54847438	      -1.00000003	    6472.80489351
     -0.00107414	      -0.06969706	       0.01126747	    6472.80481777	       0.00003912	       0.00010365	       0.00000729	      -1.00000000	    6472.80481777
     -0.00107414	      -0.06969706	       0.01126747	    6472.80481777	       0.00003912	       0.00010365	       0.00000729	      -0.00000000	    6472.80481777	       5.36700000
