  10849.23992648	      26.96689997	      32.68782819	     -15.67156348	  133041.27274314	   10849.23992648
   7409.02605015	       3.27079785	     -27.70049997	      37.69699872	   37262.56360620	    7409.02605015
   7454.72614814	     -98.98668425	     -69.20220832	     -81.51520695	   63197.62970806	    7454.72614814
    240.03657407	      20.42584760	      97.22063579	     -12.77435548	   62025.84059164	     240.03657407
   1819.56456058	     -45.78190537	     -56.48347081	      82.30602023	   53402.62157908	    1819.56456058
  14161.94250922	     -40.48673750	     -60.59714973	     -56.29551222	  184976.02025403	   14161.94250922
  14614.96656314	     -32.98741278	     -19.44657868	     -38.64783251	  234294.47425645	   14614.96656314
  10449.11897287	      89.37715310	     -38.18783003	     -22.85928415	   96396.33077612	   10449.11897287
   6817.72447509	      17.01082472	     -99.06899501	     -52.59906498	   31885.96384117	    6817.72447509
   4327.86494146	      21.56032944	     -35.54307322	      27.56842334	   35701.05760678	    4327.86494146
  13166.99904835	      48.00071397	     -52.00026629	      31.52444378	  143082.68259801	   13166.99904835
   4366.11654477	     -93.43712916	       2.17015878	      73.85868243	   47971.98029946	    4366.11654477
  12264.80023678	     -90.74604995	      31.13847055	     -55.72545610	  202605.05032348	   12264.80023678
   4650.25063970	     -87.96402504	     -11.36886529	     -76.51896643	   49788.34849693	    4650.25063970
  18979.72959079	     -96.35677002	     -68.23375987	      -4.80218088	  416065.40898650	   18979.72959079
  17701.92813743	     -38.54037809	      51.86542159	     -97.85940954	  396115.85274365	   17701.92813743
   5733.38798598	     -77.82707753	     -39.69212907	      94.38666133	   44061.49493711	    5733.38798598
  10045.16661691	      61.32543095	      96.51789563	     -23.72821137	  123964.00415204	   10045.16661691
   7376.73839483	     -16.42884049	      80.47781763	      -9.31914482	   92292.62419284	    7376.73839483
  19415.45200353	      47.15780855	     -18.71161783	     -86.16087790	  344471.38159215	   19415.45200353
  17882.99091024	     -38.67514196	     -13.11088647	      45.33103609	  377108.22981378	   17882.99091024
  19417.10119095	     -93.68614591	      16.94562944	       5.19391573	  569294.15523144	   19417.10119095
  17166.16139401	      39.89664546	     -57.07971861	      61.16924610	  263946.72609319	   17166.16139401
  10534.95617995	      23.36230284	      50.22379148	     -88.73654585	  128561.84517684	   10534.95617995
   7847.72637810	     -83.83400616	       1.85839920	      34.11542016	   79980.94797350	    7847.72637810
   5428.77257170	       3.89182638	       9.92590595	      24.70122898	   56596.88452872	    5428.77257170
   6116.64882694	       7.34283920	      11.09839879	     -69.21161011	   63016.68191726	    6116.64882694
   1109.81011116	      -0.33332245	      -2.15033456	      59.32707496	   57925.18279353	    1109.81011116
   5275.28333765	      71.64360134	     -85.99219908	     -70.88998555	   40213.94713629	    5275.28333765
   8773.75428443	      80.77443139	     -24.13167326	      18.96752385	   70407.76937032	    8773.75428443
   2195.24823003	      23.50008382	     -34.09128875	      27.70994572	   50882.73713813	    2195.24823003
  15206.01217454	      17.95982063	      50.70528162	       3.66822272	  249630.06947322	   15206.01217454
  16880.49478819	     -74.40585493	      60.79621676	       2.01515132	  420911.29619047	   16880.49478819
   1826.69620036	     -29.89040144	      32.02295617	       9.82432045	   56803.70581299	    1826.69620036
  15332.63066254	     -35.84885054	      88.36896168	      17.13887617	  321005.04098409	   15332.63066254
   7527.20927397	     -86.69803673	      66.09671552	      87.49774768	   84682.21423611	    7527.20927397
   8036.76618805	      63.88208678	      66.23254054	     -29.69121399	   91184.74639062	    8036.76618805
  13348.72791793	     -64.52942154	      54.01223607	     -16.34835765	  249625.23687448	   13348.72791793
   2729.47225996	       3.21725221	      72.35782108	     -82.10112293	   57246.83075696	    2729.47225996
   8932.58792541	      56.18364939	      78.59534620	     -48.01637593	  105238.65906649	    8932.58792541
   9477.68002345	      29.85457031	     -59.78440686	     -10.78767829	   57042.77042799	    9477.68002345
   1986.04842962	      21.56032944	     -64.77186264	      27.56842334	   51525.44980831	    1986.04842962
   1819.56456058	      24.46088484	     -29.14553040	     -33.03182032	   54110.09922196	    1819.56456058
  10234.84058135	      51.48277495	     -11.36886529	     -76.51896643	  101064.83878870	   10234.84058135
   8096.77750063	     -24.03111772	     -91.52339061	      82.26385753	   45305.35711329	    8096.77750063
  15307.30769564	     -15.99169564	      70.99852747	       9.82432045	  308371.81567859	   15307.30769564
   6389.51092793	      24.29367746	      80.47781763	     -93.47325797	   75738.78591616	    6389.51092793
   7376.73839483	     -16.42884049	      72.25116555	     -74.66056448	   88243.52057283	    7376.73839483
   8832.91498804	      72.77567753	     -58.76950230	      87.49774768	   62460.47900166	    8832.91498804
   6335.81787467	     -45.21704070	     -90.50352457	     -20.25445216	   28230.96600136	    6335.81787467
  16162.98960172	     -87.96402504	     -11.36886529	     -76.51896643	  332356.29658161	   16162.98960172
   4254.00855101	     -29.51482856	     -34.63892576	      -2.28061851	   33571.88360270	    4254.00855101
  11056.38430407	     -41.01227799	     -69.20220832	     -36.29297452	  107516.92148142	   11056.38430407
   2408.06846861	     -81.25776374	      24.46750335	     -39.11040751	   53967.39462352	    2408.06846861
   4908.01978612	      67.20921836	     -11.36886529	     -67.56430800	   52005.36813496	    4908.01978612
  13260.52569940	     -17.65588305	      17.50023934	     -58.75876496	  202131.90953569	   13260.52569940
   7711.86328795	      -7.46526342	     -28.67376091	      25.49742562	   35450.49716780	    7711.86328795
   7847.72637810	      -0.30823515	      17.32541448	     -83.11010256	   81968.47834831	    7847.72637810
   7067.50489984	       2.06920433	     -18.84330198	     -33.26058975	   50415.50808481	    7067.50489984
   9041.97210271	      21.56032944	     -47.89921904	      27.56842334	   48050.25050319	    9041.97210271
   7847.72637810	     -83.83400616	       1.85839920	      33.76524654	   80005.72676399	    7847.72637810
  16290.34950130	      -6.45547239	     -38.13073694	      27.56842334	  203751.60415373	   16290.34950130
   8049.32941550	     -16.42884049	      80.47781763	      -9.31914482	  102183.07857515	    8049.32941550
  10394.04251711	     -13.31791336	      48.08727380	     -55.92585459	  138953.20336391	   10394.04251711
   1118.33128441	     -98.98668425	     -16.38594524	     -86.82655384	   58039.14028355	    1118.33128441
   3310.11480415	      48.34922018	     -40.28867771	     -35.52808220	   47083.77164726	    3310.11480415
   4258.41377024	     -98.98668425	     -69.20220832	      26.85635327	   39382.76293547	    4258.41377024
   9426.08201170	     -98.98668425	      57.58277679	      26.94494550	  125814.60937960	    9426.08201170
   7197.29050214	      87.44995856	     -86.64031812	     -93.82374593	   51055.55260349	    7197.29050214
   4057.24034018	      90.77708704	     -48.37545506	       3.56782619	   45086.28007700	    4057.24034018
   7533.50027375	      -9.57070920	      -6.35155370	      80.53478898	   60829.82337860	    7533.50027375
  15599.27305289	      13.81188482	      11.15950342	     -43.16359766	  223000.68010651	   15599.27305289
  17191.49171743	       3.27079785	       3.72305416	      37.69699872	  262066.16736357	   17191.49171743
   7847.72637810	      75.13637949	      52.59948575	      -7.82788631	   84940.22011927	    7847.72637810
  11059.71154587	      63.88208678	      66.23254054	     -29.69121399	  135719.53704681	   11059.71154587
   4366.11654477	      33.63511566	     -33.27051775	      16.12155686	   38208.24976254	    4366.11654477
   6414.09614999	      59.93031692	     -39.10094353	      30.61050684	   40554.85709555	    6414.09614999
   8164.34555942	     -42.22604425	      27.82304670	     -93.12567552	   91519.23198718	    8164.34555942
  13708.76389668	      23.50008382	      10.93387383	     -57.09140497	  176273.14437043	   13708.76389668
   4793.37999446	      39.15654529	      72.35782108	     -31.23487593	   65599.16661716	    4793.37999446
   4732.34657802	     -18.42391227	     -60.08726420	     -20.03667430	   28637.39032969	    4732.34657802
   4650.25063970	     -87.96402504	     -15.43237398	     -76.51896643	   49196.85883645	    4650.25063970
   8096.77750063	      61.82312066	       0.55345090	     -50.58024465	   74879.85383674	    8096.77750063
   7067.50489984	       2.06920433	      17.39782086	     -44.94177485	   76064.20086014	    7067.50489984
   9146.69506074	      23.50008382	     -34.09128875	      54.56987110	   61916.92591334	    9146.69506074
   7318.26956138	     -34.34567188	     -51.78077430	      10.86353973	   35432.02602398	    7318.26956138
   7711.86328795	     -44.43816503	     -28.67376091	      18.54081877	   57555.48239367	    7711.86328795
   9041.97210271	      -2.48966096	      18.58341931	      27.56842334	  101628.02922473	    9041.97210271
   1819.56456058	     -91.46175520	     -64.73964828	     -72.71353317	   54146.48416588	    1819.56456058
   4595.88644522	     -52.56235266	     -28.67376091	     -23.60356154	   40475.21288781	    4595.88644522
   7711.86328795	     -63.63607905	     -56.60866806	      46.29257369	   53622.11389933	    7711.86328795
   9041.97210271	      27.29943309	       7.77134995	      -5.00098784	   90784.14161412	    9041.97210271
   7455.43709171	     -29.12497374	     -44.81171232	     -32.98541370	   46866.77054419	    7455.43709171
   7231.96234985	     -48.75093243	     -34.63892576	     -46.62210642	   56911.57596276	    7231.96234985
  10309.77009739	      15.42353594	     -63.05090684	      26.85635327	   66393.92882857	   10309.77009739
  13635.52247698	      24.46088484	     -29.14553040	     -68.46993856	  158580.40671544	   13635.52247698
  10791.73672006	     -87.96402504	     -70.87880468	     -76.51896643	  123939.54640081	   10791.73672006
   6936.49350120	      -7.46526342	     -28.67376091	     -44.38899723	   48270.33593408	    6936.49350120
  10876.09302233	     -29.89040144	      32.02295617	     -67.94151975	  148045.23565208	   10876.09302233
   6414.09614999	       7.18190484	     -39.10094353	      30.61050684	   21998.66980144	    6414.09614999
    832.62046925	     -13.89296228	     -38.48827334	      45.17862931	   58828.87680617	     832.62046925
   9972.07276856	     -26.13887803	      37.43884911	     -60.49463415	  129605.36686930	    9972.07276856
   6414.09614999	     -35.73650911	      52.93845203	      12.16501422	   76390.64838593	    6414.09614999
  11149.94668717	       7.61479297	     -38.90003417	     -45.89557395	   99752.44908036	   11149.94668717
   5203.28150983	     -43.13975446	      32.02295617	       9.82432045	   60778.38631474	    5203.28150983
   6611.11629096	      30.82155006	     -29.14553040	     -85.39259280	   54360.95561410	    6611.11629096
   1819.56456058	      24.46088484	      -5.49978510	     -33.03182032	   55608.22239492	    1819.56456058
   4575.12327472	     -98.49549608	      32.02295617	      19.55873428	   53540.30457250	    4575.12327472
   5626.94205419	     -98.98668425	     -69.20220832	     -29.33101718	   41127.47083626	    5626.94205419
   6817.72447509	      62.49079777	     -34.90913182	     -33.78242226	   49322.21995646	    6817.72447509
   2678.82816020	      28.91661585	      -8.73546336	      11.74394218	   51403.35357836	    2678.82816020
  15570.29661082	     -34.38893372	     -75.14102126	      16.58521889	  197266.14135938	   15570.29661082
   5275.28333765	      71.64360134	     -32.94499718	       8.63719830	   43564.13312269	    5275.28333765
   1762.98922234	      -9.87897035	     -12.25007396	      15.43659815	   53190.74858683	    1762.98922234
   9477.68002345	      29.85457031	     -59.78440686	     -50.76199799	   67863.37385670	    9477.68002345
   3346.69485265	     -19.41232655	     -86.10329148	      49.13625507	   40427.45543992	    3346.69485265
  11596.32797758	      30.98949498	      25.57404088	      -3.26608820	  141553.59009021	   11596.32797758
