      0.00000000	      2.04985996	      -0.15917557	     117.44832448	      -9.12008820
      0.50000000	      2.04981810	      -0.15917592	     117.44592567	      -9.12010821
      0.50000000	      2.04981810	      -0.15917592	     117.44592567	      -9.12010821
      1.00000000	      2.04977623	      -0.15917627	     117.44352690	      -9.12012821
      1.00000000	      2.04977623	      -0.15917627	     117.44352690	      -9.12012821
      1.50000000	      2.04973436	      -0.15917661	     117.44112819	      -9.12014822
      1.50000000	      2.04973436	      -0.15917661	     117.44112819	      -9.12014822
      2.00000000	      2.04969250	      -0.15917696	     117.43872951	      -9.12016821
      2.00000000	      2.04969250	      -0.15917696	     117.43872951	      -9.12016821
      2.50000000	      2.04965064	      -0.15917731	     117.43633089	      -9.12018820
      2.50000000	      2.04965064	      -0.15917731	     117.43633089	      -9.12018820
      3.00000000	      2.04960877	      -0.15917766	     117.43393231	      -9.12020819
      3.00000000	      2.04960877	      -0.15917766	     117.43393231	      -9.12020819
      3.50000000	      2.04956691	      -0.15917801	     117.43153377	      -9.12022817
      3.50000000	      2.04956691	      -0.15917801	     117.43153377	      -9.12022817
      4.00000000	      2.04952505	      -0.15917836	     117.42913529	      -9.12024815
      4.00000000	      2.04952505	      -0.15917836	     117.42913529	      -9.12024815
      4.50000000	      2.04948319	      -0.15917871	     117.42673685	      -9.12026812
      4.50000000	      2.04948319	      -0.15917871	     117.42673685	      -9.12026812
      5.00000000	      2.04944133	      -0.15917906	     117.42433845	      -9.12028809
      5.00000000	      2.04944133	      -0.15917906	     117.42433845	      -9.12028809
      5.50000000	      2.04939947	      -0.15917940	     117.42194010	      -9.12030805
      5.50000000	      2.04939947	      -0.15917940	     117.42194010	      -9.12030805
      6.00000000	      2.04935761	      -0.15917975	     117.41954180	      -9.12032801
      6.00000000	      2.04935761	      -0.15917975	     117.41954180	      -9.12032801
      6.50000000	      2.04931575	      -0.15918010	     117.41714355	      -9.12034796
      6.50000000	      2.04931575	      -0.15918010	     117.41714355	      -9.12034796
      7.00000000	      2.04927390	      -0.15918045	     117.41474534	      -9.12036791
